Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,VWAP,Day_Perc_Change,Trend,30 Day STD,Middle_band,Upper_band,Lower_band
2017-11-30,RBLBANK,EQ,521.05,518.0,523.0,513.95,519.5,516.75,518.14,1293861,670399215.65,20040,872604,67.44,11,2017,525.0794381875348,-0.8252566932156147,Slight negative,4.695633469961644,512.8349999999998,522.2262669399231,503.4437330600765
2017-12-01,RBLBANK,EQ,516.75,518.7,529.75,517.5,519.6,520.65,524.9,1754302,920832536.65,36304,683236,38.95,12,2017,525.0411615128098,0.7547169811320753,Slight positive,4.769127692501204,512.8799999999998,522.4182553850022,503.34174461499737
2017-12-04,RBLBANK,EQ,520.65,520.7,522.65,507.0,512.6,511.6,512.62,809405,414914799.9,15771,371079,45.85,12,2017,524.9877843129328,-1.7382118505713915,Negative,4.603987830933314,512.5474999999998,521.7554756618664,503.3395243381332
2017-12-05,RBLBANK,EQ,511.6,511.6,512.15,505.3,510.0,510.45,508.9,550003,279897365.35,15612,195407,35.53,12,2017,524.9486600624639,-0.2247849882720976,Slight or no change,4.58406493363732,512.3124999999998,521.4806298672744,503.14437013272516
2017-12-06,RBLBANK,EQ,510.45,509.1,513.4,506.7,508.65,509.65,510.32,700531,357492789.0,17942,383437,54.74,12,2017,524.8963991012266,-0.15672445881085295,Slight or no change,4.533863085019004,512.3774999999998,521.4452261700378,503.30977382996184
2017-12-07,RBLBANK,EQ,509.65,508.5,515.0,508.5,510.95,510.8,511.77,608800,311562759.65,17074,252050,41.4,12,2017,524.8546745113683,0.2256450505248697,Slight or no change,4.528901342316353,512.3899999999998,521.4478026846325,503.33219731536707
2017-12-08,RBLBANK,EQ,510.8,512.0,516.7,511.65,513.5,513.95,514.06,373586,192046176.5,9293,185492,49.65,12,2017,524.8349037028667,0.6166797180892747,Slight positive,4.497309136994911,512.5999999999998,521.5946182739896,503.60538172600997
2017-12-11,RBLBANK,EQ,513.95,515.0,518.7,512.0,514.95,514.05,514.89,597996,307901891.45,17962,337004,56.36,12,2017,524.8036948993254,0.0194571456367143,Slight or no change,4.466777950958772,512.7999999999998,521.7335559019174,503.8664440980823
2017-12-12,RBLBANK,EQ,514.05,515.0,515.2,508.0,510.7,510.4,510.52,623576,318348840.65,12720,386997,62.06,12,2017,524.7603620397409,-0.7100476607333928,Slight negative,4.4593153533996865,512.8124999999998,521.7311307067991,503.8938692932004
2017-12-13,RBLBANK,EQ,510.4,510.0,511.9,506.3,507.5,508.5,509.87,2073910,1057415420.1,15062,1754298,84.59,12,2017,524.5992787942714,-0.3722570532915359,Slight or no change,4.3887558181781365,512.8724999999998,521.6500116363561,504.09498836364355
2017-12-14,RBLBANK,EQ,508.5,511.0,511.0,501.5,509.0,508.25,506.95,1128295,571987662.2,36025,754902,66.91,12,2017,524.511635811706,-0.0491642084562427,Slight or no change,4.353083450421006,512.9024999999999,521.608666900842,504.1963330991579
2017-12-15,RBLBANK,EQ,508.25,512.0,513.0,508.75,509.1,509.7,509.96,872437,444905794.1,13305,677239,77.63,12,2017,524.450494249138,0.28529267092964883,Slight or no change,4.397621965037689,512.8249999999999,521.6202439300753,504.02975606992453
2017-12-18,RBLBANK,EQ,509.7,509.5,511.9,497.75,508.0,507.0,508.07,935339,475213265.75,14062,509904,54.52,12,2017,524.3736062691884,-0.5297233666862855,Slight negative,4.553466002024473,512.43,521.5369320040489,503.323067995951
2017-12-19,RBLBANK,EQ,507.0,509.95,519.35,508.2,518.0,517.45,512.48,2306811,1182193672.15,13938,1755685,76.11,12,2017,524.2991789794119,2.0611439842209256,Positive,4.687073489369505,512.7049999999999,522.0791469787389,503.3308530212609
2017-12-20,RBLBANK,EQ,517.45,520.0,523.75,514.3,516.3,516.3,519.3,737003,382723621.45,7290,357512,48.51,12,2017,524.2718002372685,-0.22224369504301175,Slight or no change,4.539779585423033,513.1774999999999,522.257059170846,504.09794082915386
2017-12-21,RBLBANK,EQ,516.3,515.15,519.85,512.6,515.2,515.8,515.88,596680,307814693.55,6998,321993,53.96,12,2017,524.2483895462358,-0.09684292078249168,Slight or no change,4.397890493121285,513.5724999999999,522.3682809862424,504.7767190137573
2017-12-22,RBLBANK,EQ,515.8,517.0,518.5,511.3,516.0,515.4,514.43,678570,349073895.7,4376,488754,72.03,12,2017,524.2206695445109,-0.07754943776656642,Slight or no change,4.4098536495601675,513.7124999999999,522.5322072991202,504.8927927008795
2017-12-26,RBLBANK,EQ,515.4,514.0,520.0,513.0,516.55,517.1,517.55,606345,313813804.0,5787,297873,49.13,12,2017,524.2007920811982,0.3298409002716385,Slight or no change,4.465301162709739,513.8124999999998,522.7431023254193,504.8818976745803
2017-12-27,RBLBANK,EQ,517.1,519.4,519.4,510.0,510.35,513.85,515.83,417580,215401138.3,5497,231811,55.51,12,2017,524.1809311555414,-0.6285051247340911,Slight negative,4.0937725491560455,513.4349999999998,521.6225450983119,505.2474549016877
2017-12-28,RBLBANK,EQ,513.85,510.5,514.75,506.0,506.9,507.4,509.37,525011,267423987.0,10150,278067,52.96,12,2017,524.1405457706405,-1.2552301255230214,Negative,3.890185863508987,512.7524999999998,520.5328717270178,504.9721282729819
2017-12-29,RBLBANK,EQ,507.4,508.85,511.1,507.85,510.5,510.1,510.06,378997,193310723.4,9705,234106,61.77,12,2017,524.1161953939862,0.5321245565628852,Slight positive,3.813977065039253,512.4199999999998,520.0479541300783,504.79204586992137
2018-01-01,RBLBANK,EQ,510.1,510.0,513.8,508.95,510.05,510.0,511.18,469078,239782858.45,19633,326423,69.59,1,2018,524.0859598746113,-0.01960399921584477,Slight or no change,3.3153103768351997,511.88749999999993,518.5181207536704,505.2568792463295
2018-01-02,RBLBANK,EQ,510.0,510.9,513.4,508.15,513.4,511.65,510.21,616196,314390716.6,27801,446825,72.51,1,2018,524.0510673295971,0.3235294117647003,Slight or no change,3.3151010145780497,511.8899999999999,518.5202020291559,505.25979797084375
2018-01-03,RBLBANK,EQ,511.65,513.4,516.8,509.0,514.9,514.9,513.96,1510019,776096099.3,27502,1146682,75.94,1,2018,523.988577007413,0.6351998436431083,Slight positive,3.362364260615845,512.1124999999998,518.8372285212315,505.3877714787682
2018-01-04,RBLBANK,EQ,514.9,519.85,519.85,510.7,516.0,517.4,514.45,845849,435147927.95,18803,617837,73.04,1,2018,523.9634705761824,0.4855311711011945,Slight or no change,3.507098065654719,512.4999999999998,519.5141961313092,505.4858038686903
2018-01-05,RBLBANK,EQ,517.4,519.0,542.0,515.55,540.5,539.7,533.2,4365631,2327744914.3,43979,2183714,50.02,1,2018,524.2669980128728,4.310011596443775,Among top gainers,6.992042469461229,513.9449999999999,527.9290849389224,499.96091506107746
2018-01-08,RBLBANK,EQ,539.7,543.95,550.0,540.25,545.15,545.45,545.65,1731320,944693831.1,35293,766413,44.27,1,2018,524.4278022303272,1.0654067074300502,Positive,9.925610149613783,515.5199999999999,535.3712202992274,495.6687797007723
2018-01-09,RBLBANK,EQ,545.45,546.8,547.1,533.6,537.5,538.9,541.26,826546,447377495.95,26867,387353,46.86,1,2018,524.4800614619326,-1.2008433403611796,Negative,11.204849455293859,516.7624999999999,539.1721989105877,494.3528010894122
2018-01-10,RBLBANK,EQ,538.9,538.7,540.2,527.6,528.4,529.5,530.88,1222398,648945940.75,10763,914002,74.77,1,2018,524.5067275553398,-1.7442939320838735,Negative,11.445399845858928,517.7175,540.6082996917178,494.8267003082821
2018-01-11,RBLBANK,EQ,529.5,529.1,542.4,529.05,533.5,533.6,536.8,1990560,1068535311.45,53061,1139202,57.23,1,2018,524.5847111560847,0.7743153918791323,Slight positive,11.753470652042667,518.9725,542.4794413040853,495.46555869591464
2018-01-12,RBLBANK,EQ,533.6,536.8,539.35,526.35,530.3,530.75,532.51,831501,442780319.2,25378,424987,51.11,1,2018,524.60671867015,-0.534107946026996,Slight negative,11.749943728868866,520.0975,543.5973874577377,496.59761254226225
2018-01-15,RBLBANK,EQ,530.75,529.55,537.25,529.55,530.0,530.6,533.2,604395,322261970.5,10453,291075,48.16,1,2018,524.6222287822474,-0.028261893546865924,Slight or no change,11.705860824030989,521.1424999999999,544.5542216480619,497.73077835193794
2018-01-16,RBLBANK,EQ,530.6,530.0,532.3,518.2,522.7,522.7,524.23,795236,416889389.35,19042,407102,51.19,1,2018,524.6157056793638,-1.4888805126272109,Negative,11.224051653762093,521.9275,544.3756033075242,499.4793966924758
2018-01-17,RBLBANK,EQ,522.7,524.0,530.9,520.0,525.55,525.5,525.97,593309,312064537.7,8393,187944,31.68,1,2018,524.6179389056108,0.5356801224411623,Slight positive,11.199346785462803,522.3299999999999,544.7286935709255,499.9313064290743
2018-01-18,RBLBANK,EQ,525.5,537.4,540.0,522.9,526.95,526.3,530.39,1011562,536521464.55,17056,349634,34.56,1,2018,524.6251503669608,0.15223596574689413,Slight or no change,11.1390304784574,522.8299999999999,545.1080609569148,500.5519390430851
2018-01-19,RBLBANK,EQ,526.3,528.5,534.75,518.7,524.1,523.3,526.24,1237585,651263356.35,15476,572026,46.22,1,2018,524.6182359241707,-0.5700171005130206,Slight negative,11.015466399567586,523.2049999999999,545.2359327991351,501.1740672008648
2018-01-22,RBLBANK,EQ,523.3,526.0,531.9,521.65,531.9,530.65,527.39,644170,339729408.55,11275,289079,44.88,1,2018,524.6345733609304,1.4045480603860128,Positive,10.974495252750048,523.9675,545.9164905055001,502.0185094944999
2018-01-23,RBLBANK,EQ,530.65,534.95,543.9,532.1,540.0,536.7,538.76,2687655,1448001306.25,30656,1127021,41.93,1,2018,524.7693997465667,1.1401111843964973,Positive,11.201732420055702,524.9475,547.3509648401114,502.5440351598886
2018-01-24,RBLBANK,EQ,536.7,535.0,536.0,500.15,514.9,514.2,518.88,2983717,1548199638.5,47604,1467507,49.18,1,2018,524.6398871171732,-4.192286193404138,Among top losers,11.18374172392089,524.9649999999999,547.3324834478417,502.59751655215814
2018-01-25,RBLBANK,EQ,514.2,513.5,518.0,508.95,511.45,510.4,512.69,1114257,571269382.8,17058,490053,43.98,1,2018,524.5750216916554,-0.7390120575651582,Slight negative,10.953503404943355,525.115,547.0220068098868,503.2079931901133
2018-01-29,RBLBANK,EQ,510.4,513.45,514.15,502.9,504.8,504.85,507.83,753974,382891445.85,18572,419747,55.67,1,2018,524.5144096884646,-1.0873824451410607,Negative,11.386620438040461,524.8525,547.6257408760808,502.07925912391903
2018-01-30,RBLBANK,EQ,504.85,502.25,508.0,496.1,501.1,504.55,502.37,1284248,645162899.95,23392,710540,55.33,1,2018,524.4104600506704,-0.059423591165697065,Slight or no change,11.817821065528245,524.5799999999999,548.2156421310564,500.9443578689434
2018-01-31,RBLBANK,EQ,504.55,500.45,505.3,499.15,504.5,503.5,502.53,713984,358797163.0,19402,417743,58.51,1,2018,524.3501049007776,-0.20810623327718325,Slight or no change,12.41267894872867,524.1724999999999,548.9978578974573,499.34714210254253
2018-02-01,RBLBANK,EQ,503.5,505.5,511.5,492.45,504.0,504.6,504.26,1062229,535643820.1,32062,420484,39.59,2,2018,524.265656995889,0.21847070506455515,Slight or no change,13.016621711852714,523.6575,549.6907434237055,497.6242565762946
2018-02-02,RBLBANK,EQ,504.6,500.0,500.0,479.0,482.75,482.75,489.92,1515876,742664500.5,60057,880763,58.1,2,2018,524.0138690456274,-4.330162504954426,Among top losers,15.883544115977823,521.925,553.6920882319556,490.1579117680443
2018-02-05,RBLBANK,EQ,482.75,480.0,488.9,452.55,484.65,485.2,478.06,1331382,636476630.2,30613,622353,46.74,2,2018,523.8082128818139,0.5075090626618373,Slight positive,17.286616362468518,519.2,553.7732327249371,484.626767275063
2018-02-06,RBLBANK,EQ,485.2,461.0,478.9,455.0,471.5,474.6,470.29,1797966,845565634.15,39976,905490,50.36,2,2018,523.4586102466135,-2.184666117065126,Negative,18.816043511351246,515.6575,553.2895870227026,478.02541297729755
2018-02-07,RBLBANK,EQ,474.6,481.0,487.8,470.0,477.0,480.75,476.66,1598663,762011203.3,31236,827213,51.74,2,2018,523.1905124942032,1.2958280657395571,Positive,19.515277416208875,512.75,551.7805548324177,473.71944516758225
2018-02-08,RBLBANK,EQ,480.75,480.75,492.35,476.05,486.55,484.9,484.87,1152396,558766151.7,18340,596352,51.75,2,2018,523.0180268465703,0.8632345293811738,Slight positive,20.041636922325765,510.52,550.6032738446515,470.4367261553484
2018-02-09,RBLBANK,EQ,484.9,476.45,485.45,469.55,482.4,482.35,481.16,1028174,494721284.05,31707,566111,55.06,2,2018,522.8552330711136,-0.5258816250773289,Slight negative,20.211007130040407,507.9575,548.3795142600808,467.5354857399192
2018-02-12,RBLBANK,EQ,482.35,485.0,489.7,480.0,484.8,484.8,483.86,956276,462707792.95,17468,517003,54.06,2,2018,522.7140762686702,0.5079299264019843,Slight positive,20.095054379780507,505.65999999999997,545.850108759561,465.469891240439
2018-02-14,RBLBANK,EQ,484.8,492.0,492.0,482.4,483.0,483.65,485.96,946063,459752520.55,18669,653883,69.12,2,2018,522.5712490443277,-0.23721122112212445,Slight or no change,19.767909101955617,503.3124999999999,542.8483182039112,463.77668179608867
2018-02-15,RBLBANK,EQ,483.65,484.45,485.5,476.0,481.0,480.8,482.24,902127,435041823.55,15880,526342,58.34,2,2018,522.4261224453098,-0.5892690995554561,Slight negative,19.82527808924285,501.21749999999986,540.8680561784855,461.56694382151414
2018-02-16,RBLBANK,EQ,480.8,481.1,486.1,473.6,477.4,476.45,481.02,909124,437306877.8,17760,457594,50.33,2,2018,522.2657094994829,-0.9047420965058284,Slight negative,19.696761021469175,498.7649999999999,538.1585220429382,459.37147795706153
2018-02-19,RBLBANK,EQ,476.45,476.5,478.5,470.05,473.9,473.85,473.06,533683,252462876.75,12003,239354,44.85,2,2018,522.1667482845996,-0.5457025920873049,Slight negative,19.325898052259923,496.1424999999999,534.7942961045197,457.49070389548007
2018-02-20,RBLBANK,EQ,473.85,472.0,477.6,470.5,471.65,471.65,472.78,403703,190861083.25,5647,172123,42.64,2,2018,522.0887613700309,-0.464281945763434,Slight or no change,18.95324302204405,493.55999999999995,531.466486044088,455.6535139559119
2018-02-21,RBLBANK,EQ,471.65,473.0,474.5,460.55,470.0,470.85,466.03,821992,383074293.1,22324,415328,50.53,2,2018,521.9282049812301,-0.1696173009646862,Slight or no change,17.45152232840963,490.57,525.4730446568193,455.66695534318075
2018-02-22,RBLBANK,EQ,470.85,470.4,474.35,467.15,470.0,469.85,469.98,713039,335117106.45,14502,367421,51.53,2,2018,521.7870319338125,-0.21238186258893954,Slight or no change,14.26156479013414,487.22749999999996,515.7506295802682,458.7043704197317
2018-02-23,RBLBANK,EQ,469.85,471.4,490.0,471.4,487.3,488.0,482.99,712961,344352203.65,14442,253130,35.5,2,2018,521.6956999785706,3.8629349792487,Among top gainers,12.779941880686357,485.9174999999999,511.4773837613726,460.3576162386272
2018-02-26,RBLBANK,EQ,488.0,490.05,497.85,481.95,494.1,494.7,492.32,823736,405540478.1,15057,357587,43.41,2,2018,521.6116504429067,1.3729508196721252,Positive,11.627160523624973,485.1325,508.38682104724995,461.87817895275003
2018-02-27,RBLBANK,EQ,494.7,495.0,496.8,486.0,491.1,490.3,490.09,637796,312577704.6,11366,364100,57.09,2,2018,521.5363504808449,-0.8894279361228996,Slight negative,10.75067806919204,484.4049999999999,505.906356138384,462.9036438616158
2018-02-28,RBLBANK,EQ,490.3,485.0,493.15,483.5,491.0,490.2,489.25,666710,326185714.75,12770,314755,47.21,2,2018,521.4577722948911,-0.02039567611666904,Slight or no change,9.769526667952155,483.6875,503.2265533359043,464.1484466640957
2018-03-01,RBLBANK,EQ,490.2,492.0,495.0,483.5,483.5,485.05,487.57,513447,250342836.85,11879,146002,28.44,3,2018,521.3875995493769,-1.0505915952672362,Negative,8.60150078704369,482.765,499.96800157408734,465.56199842591263
2018-03-05,RBLBANK,EQ,485.05,485.05,488.0,475.1,477.0,477.25,481.54,1343382,646890151.15,20804,782008,58.21,3,2018,521.1661359330883,-1.6080816410679375,Negative,6.965997774909246,481.3974999999999,495.32949554981843,467.4655044501814
2018-03-06,RBLBANK,EQ,477.25,482.0,483.65,468.0,468.05,470.0,475.29,533420,253526740.3,11244,201965,37.86,3,2018,521.0643982914363,-1.5191199580932402,Negative,7.405271948525587,480.75999999999993,495.5705438970511,465.9494561029488
2018-03-07,RBLBANK,EQ,470.0,470.0,470.0,452.05,453.2,453.7,456.44,1280681,584552039.15,52469,676082,52.79,3,2018,520.7443372461504,-3.4680851063829787,Among top losers,9.47251008806341,479.18499999999995,498.1300201761268,460.2399798238731
2018-03-08,RBLBANK,EQ,453.7,458.0,458.0,443.3,454.45,455.45,450.73,1434046,646361454.2,50812,641016,44.7,3,2018,520.3987993953273,0.3857174344280345,Slight or no change,10.830834090932505,478.22749999999996,499.889168181865,456.56583181813494
2018-03-09,RBLBANK,EQ,455.45,457.7,462.85,453.25,455.5,456.3,456.94,556573,254318741.8,13565,227611,40.9,3,2018,520.2674167583783,0.18662860906795145,Slight or no change,11.861912732955588,477.00499999999994,500.7288254659111,453.2811745340888
2018-03-12,RBLBANK,EQ,456.3,461.0,468.8,455.35,466.5,466.6,463.08,819085,379302368.1,17353,375898,45.89,3,2018,520.1060189783689,2.2572868726714823,Positive,11.926491962281272,476.09,499.9429839245625,452.23701607543745
2018-03-13,RBLBANK,EQ,466.6,465.9,475.95,462.5,466.55,467.5,472.27,2994206,1414078470.7,23369,2274948,75.98,3,2018,519.533978707083,0.19288469781397755,Slight or no change,11.978395848581217,475.34749999999997,499.3042916971624,451.39070830283754
2018-03-14,RBLBANK,EQ,467.5,466.0,475.0,462.0,471.25,472.1,470.52,2944991,1385662474.55,11594,2474895,84.04,3,2018,519.0320260410881,0.9839572192513524,Slight positive,11.786007258834863,474.7125,498.2845145176697,451.14048548233023
2018-03-15,RBLBANK,EQ,472.1,471.3,478.9,471.3,477.0,476.35,476.09,1085239,516673839.35,18038,828263,76.32,3,2018,518.8662318165109,0.9002330014827421,Slight positive,11.606321723414947,474.3475,497.5601434468299,451.13485655317015
2018-03-16,RBLBANK,EQ,476.35,475.95,479.95,466.15,467.6,468.35,472.63,422240,199564024.25,8263,116248,27.53,3,2018,518.7900004975593,-1.679437388474858,Negative,11.575865319481844,473.7250000000001,496.87673063896375,450.5732693610364
2018-03-19,RBLBANK,EQ,468.35,468.0,471.75,460.0,463.0,463.1,463.9,784079,363736185.65,15285,423645,54.03,3,2018,518.6343806917903,-1.1209565495889806,Negative,11.793321872548029,473.05750000000006,496.64414374509613,449.470856254904
2018-03-20,RBLBANK,EQ,463.1,461.05,469.0,461.05,465.5,465.1,467.32,902018,421528263.45,16655,502115,55.67,3,2018,518.4628341701879,0.4318721658389091,Slight or no change,11.923952011769995,472.62000000000006,496.46790402354003,448.7720959764601
2018-03-21,RBLBANK,EQ,465.1,469.35,470.15,461.3,462.2,462.1,463.15,754688,349532335.8,12869,436951,57.9,3,2018,518.3121278730146,-0.6450225757901551,Slight negative,12.153841443846131,472.1425000000001,496.45018288769234,447.83481711230786
2018-03-22,RBLBANK,EQ,462.1,463.0,467.0,459.05,462.6,462.7,463.18,751828,348228667.6,24087,478031,63.58,3,2018,518.1643859196794,0.129842025535587,Slight or no change,12.33474019951456,471.7350000000001,496.40448039902924,447.065519600971
2018-03-23,RBLBANK,EQ,462.7,450.0,464.75,450.0,459.0,461.6,460.07,936292,430762297.15,27217,552853,59.05,3,2018,517.9778614822006,-0.23773503349902025,Slight or no change,12.537380686320855,471.3225000000001,496.3972613726418,446.2477386273584
2018-03-26,RBLBANK,EQ,461.6,461.0,467.0,456.65,465.5,465.05,463.41,696905,322951867.8,12503,375877,53.94,3,2018,517.8482705460708,0.7474003466204415,Slight positive,11.967945125474266,470.17500000000007,494.1108902509486,446.2391097490515
2018-03-27,RBLBANK,EQ,465.05,467.8,488.8,467.8,477.35,477.2,478.89,1464457,701317141.6,24829,770166,52.59,3,2018,517.6402019009488,2.6126222986775582,Positive,10.647374274787957,469.30000000000007,490.59474854957597,448.00525145042417
2018-03-28,RBLBANK,EQ,477.2,476.9,490.0,466.15,475.0,479.85,477.63,2361632,1127987237.05,20695,1573174,66.61,3,2018,517.3308098626943,0.5553227158424212,Slight positive,9.78400245029695,468.77750000000015,488.34550490059405,449.20949509940624
2018-04-02,RBLBANK,EQ,479.85,479.85,487.5,475.0,483.4,484.65,480.99,1791136,861515476.95,10439,1460226,81.53,4,2018,517.1291354874407,1.0003125976867588,Positive,9.206062076013653,468.5000000000001,486.91212415202745,450.0878758479728
2018-04-03,RBLBANK,EQ,484.65,480.6,487.0,479.9,484.75,484.75,484.25,579155,280454250.5,10010,337825,58.33,4,2018,517.0646556861964,0.0206334468172864,Slight or no change,9.177878151755417,468.4850000000001,486.84075630351094,450.1292436964893
2018-04-04,RBLBANK,EQ,484.75,486.45,499.95,486.0,487.5,489.15,495.0,1491424,738260111.6,24295,673343,45.15,4,2018,516.9222341791153,0.9076843733883287,Slight positive,10.114013207324907,469.0800000000001,489.30802641464993,448.85197358535027
2018-04-05,RBLBANK,EQ,489.15,498.8,498.8,492.0,497.5,496.5,495.45,1257116,622836770.25,15956,962105,76.53,4,2018,516.8347847241199,1.5026065624041742,Positive,11.830979627546297,470.4050000000001,494.0669592550927,446.7430407449075
2018-04-06,RBLBANK,EQ,496.5,496.5,502.45,493.05,493.75,494.1,496.25,554890,275362070.95,6842,173974,31.35,4,2018,516.7918947129409,-0.483383685800598,Slight or no change,12.269468954323099,472.42500000000007,496.96393790864624,447.8860620913539
2018-04-09,RBLBANK,EQ,494.1,495.25,503.0,492.8,495.5,496.05,497.83,1255675,625117238.05,12126,763482,60.8,4,2018,516.7037220432163,0.3946569520340004,Slight or no change,12.665389016821123,474.45500000000004,499.78577803364226,449.1242219663578
2018-04-10,RBLBANK,EQ,496.05,496.5,502.85,494.35,501.0,501.0,500.06,1584810,792502748.3,18905,1066631,67.3,4,2018,516.6199181347447,0.9978832778953616,Slight positive,13.224693808018133,476.69000000000005,503.13938761603634,450.24061238396376
2018-04-11,RBLBANK,EQ,501.0,505.0,510.0,500.55,505.0,505.05,506.55,955560,484039301.65,16398,421279,44.09,4,2018,516.5828092806931,0.8083832335329388,Slight positive,14.421328092357204,478.6125,507.45515618471444,449.7698438152856
2018-04-12,RBLBANK,EQ,505.05,505.4,506.85,498.05,499.1,499.95,502.31,425131,213548701.45,6313,157908,37.14,4,2018,516.5591087321387,-1.0098010098010146,Negative,14.922026284023705,480.235,510.0790525680474,450.3909474319526
2018-04-13,RBLBANK,EQ,499.95,505.0,505.0,496.9,501.0,501.4,500.72,761212,381156912.6,6362,357402,46.95,4,2018,516.5205304691269,0.2900290029002939,Slight or no change,15.508104841969388,481.7,512.7162096839388,450.6837903160612
2018-04-16,RBLBANK,EQ,501.4,498.95,512.25,498.75,512.0,510.0,507.58,549654,278995775.4,10754,229685,41.79,4,2018,516.5085702712068,1.715197447147987,Positive,16.678344571078345,483.3825,516.7391891421566,450.0258108578433
2018-04-17,RBLBANK,EQ,510.0,514.9,515.2,508.5,512.7,512.65,511.75,454736,232710491.9,8432,154982,34.08,4,2018,516.5027238074878,0.5196078431372486,Slight positive,17.498364397251127,485.59749999999997,520.5942287945022,450.6007712054977
2018-04-18,RBLBANK,EQ,512.65,513.0,514.85,506.15,510.15,510.05,510.15,311527,158925675.75,6698,158300,50.81,4,2018,516.4960327354237,-0.5071686335706538,Slight negative,17.47062873571213,487.9449999999999,522.8862574714242,453.00374252857563
2018-04-19,RBLBANK,EQ,510.05,512.0,512.5,507.5,508.0,508.9,509.55,482877,246051174.6,5457,356778,73.89,4,2018,516.4838433219209,-0.2254680913636009,Slight or no change,17.199342857704732,490.1349999999999,524.5336857154093,455.73631428459043
2018-04-20,RBLBANK,EQ,508.9,508.0,509.3,501.0,508.0,507.35,504.71,304662,153764726.1,6937,137954,45.28,4,2018,516.4746050269358,-0.30457850265277475,Slight or no change,16.268386157143244,492.39749999999987,524.9342723142863,459.86072768571336
2018-04-23,RBLBANK,EQ,507.35,508.0,510.5,501.1,502.0,502.45,505.37,556274,281124115.15,10198,301449,54.19,4,2018,516.4487527925318,-0.965802700305518,Slight negative,14.812255771916236,494.3849999999999,524.0095115438323,464.7604884561674
2018-04-24,RBLBANK,EQ,502.45,502.95,513.0,502.95,511.1,511.65,510.15,822689,419691321.95,14282,341156,41.47,4,2018,516.4357061008593,1.83102796298138,Positive,13.11212651869017,496.8874999999998,523.1117530373801,470.6632469626195
2018-04-25,RBLBANK,EQ,511.65,511.1,524.75,508.8,520.0,521.1,519.85,1444717,751042244.75,27846,658032,45.55,4,2018,516.457869504637,1.8469656992084584,Positive,11.881360900256187,499.6899999999999,523.4527218005122,475.9272781994875
2018-04-26,RBLBANK,EQ,521.1,522.9,524.0,514.75,523.15,520.35,519.82,1091594,567435535.55,16248,562691,51.55,4,2018,516.4717933711781,-0.14392630972941411,Slight or no change,11.493951212429684,501.84749999999985,524.8354024248592,478.85959757514047
2018-04-27,RBLBANK,EQ,520.35,526.3,545.0,526.3,540.4,537.65,538.12,3687851,1984506717.1,53682,1030299,27.94,4,2018,516.7246977937841,3.324685307965791,Among top gainers,12.857507278671104,504.73749999999984,530.452514557342,479.0224854426576
2018-04-30,RBLBANK,EQ,537.65,541.0,541.8,525.9,527.5,530.55,533.21,3428458,1828077386.9,47309,2273642,66.32,4,2018,516.8764980371,-1.3205617037105988,Negative,13.175797938486145,507.0324999999998,533.3840958769721,480.6809041230275
2018-05-02,RBLBANK,EQ,530.55,529.8,529.8,513.2,518.2,518.35,520.57,1594732,830174456.2,26917,1050119,65.85,5,2018,516.8839853334823,-2.299500518330022,Negative,12.297965974310074,508.7124999999998,533.30843194862,484.11656805137966
2018-05-03,RBLBANK,EQ,518.35,516.7,526.0,509.0,519.2,520.55,516.09,1645682,849316987.65,13873,1090784,66.28,5,2018,516.9031083051726,0.4244236519725941,Slight or no change,11.656704361824197,510.2824999999998,533.5959087236482,486.9690912763514
2018-05-04,RBLBANK,EQ,520.55,521.0,528.8,520.1,521.2,523.55,524.34,852654,447082546.8,12129,274297,32.17,5,2018,516.9210240365882,0.5763135145519183,Slight positive,11.542098003214674,511.63499999999976,534.7191960064291,488.5508039935704
2018-05-07,RBLBANK,EQ,523.55,524.95,527.65,514.1,525.0,524.15,518.65,1155587,599340066.9,18971,808563,69.97,5,2018,516.9473351339894,0.11460223474357713,Slight or no change,11.086215658717844,513.1374999999997,535.3099313174354,490.96506868256404
2018-05-08,RBLBANK,EQ,524.15,523.95,523.95,514.55,519.0,519.15,519.06,1267882,658101059.55,11721,986513,77.81,5,2018,516.9560961798702,-0.9539254030334844,Slight negative,10.39399212855399,514.2924999999998,535.0804842571077,493.50451574289184
2018-05-09,RBLBANK,EQ,519.15,518.0,519.5,514.0,514.15,515.1,516.65,403382,208407559.4,11522,216936,53.78,5,2018,516.9537503503083,-0.7801213522103392,Slight negative,9.91194753554463,514.9974999999997,534.821395071089,495.17360492891044
2018-05-10,RBLBANK,EQ,515.1,514.0,523.45,514.0,517.3,519.3,520.34,747441,388927152.25,16227,359417,48.09,5,2018,516.9592320437396,0.815375655212569,Slight positive,9.668432083196778,515.7099999999998,535.0468641663933,496.3731358336062
2018-05-11,RBLBANK,EQ,519.3,519.5,521.4,516.0,518.0,518.4,518.1,471362,244210521.7,10925,312327,66.26,5,2018,516.9613517359302,-0.17331022530329146,Slight or no change,8.93818354029609,516.6324999999997,534.5088670805919,498.75613291940755
