Date,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,VWAP,Day_Perc_Change,Trend
2017-08-16,RBLBANK,EQ,2017-08-16,497.75,499.05,526.7,499.0,525.15,523.9,514.18,1816633,934076504.6,61636,829814,45.68,8,2017,525.7312368370644,5.253641386238073,Among top gainers
2017-08-17,RBLBANK,EQ,2017-08-17,523.9,526.0,527.0,513.7,517.1,516.95,518.28,1199659,621763302.5,30756,495857,41.33,8,2017,525.6240990426887,-1.3265890437106242,Negative
2017-08-18,RBLBANK,EQ,2017-08-18,516.95,514.8,529.5,506.0,527.4,527.25,523.82,2050151,1073903077.05,47317,911055,44.44,8,2017,525.6573073709872,1.9924557500725415,Positive
2017-08-21,RBLBANK,EQ,2017-08-21,527.25,528.95,529.8,503.5,507.5,506.8,515.77,1252384,645937873.75,18771,488106,38.97,8,2017,525.4249271443805,-3.8786154575628284,Among top losers
2017-08-22,RBLBANK,EQ,2017-08-22,506.8,508.8,513.7,500.0,501.5,501.65,505.9,1007123,509500612.55,19477,344983,34.25,8,2017,525.1916344674224,-1.0161799526440474,Negative
2017-08-23,RBLBANK,EQ,2017-08-23,501.65,506.0,512.85,504.0,508.6,509.15,508.81,609202,309965374.05,9075,184800,30.33,8,2017,525.0969804222095,1.4950662812718063,Positive
2017-08-24,RBLBANK,EQ,2017-08-24,509.15,508.45,514.8,506.35,510.7,510.2,510.59,786616,401641372.5,16626,255435,32.47,8,2017,524.9843400797139,0.20622606304625535,Slight or no change
2017-08-28,RBLBANK,EQ,2017-08-28,510.2,513.0,519.4,507.4,515.6,511.0,514.03,1302075,669309174.1,17550,467714,35.92,8,2017,524.8114743195891,0.1568012544100439,Slight or no change
2017-08-29,RBLBANK,EQ,2017-08-29,511.0,506.0,541.5,506.0,532.0,531.55,531.65,12629633,6714552445.0,106731,5258193,41.63,8,2017,525.5329257580728,4.021526418786681,Among top gainers
2017-08-30,RBLBANK,EQ,2017-08-30,531.55,537.5,542.5,528.8,536.0,537.55,535.64,5238763,2806085208.4,41976,2995296,57.18,8,2017,526.04391055894,1.128774339196692,Positive
2017-08-31,RBLBANK,EQ,2017-08-31,537.55,538.0,546.8,532.55,544.0,544.6,540.94,5131679,2775933413.25,40524,2959474,57.67,8,2017,526.7859100537963,1.3115059064273238,Positive
2017-09-01,RBLBANK,EQ,2017-09-01,544.6,544.0,548.5,531.95,535.6,535.35,541.84,2021850,1095526540.8,23411,982125,48.58,9,2017,526.9187409297921,-1.6984943077488102,Negative
2017-09-04,RBLBANK,EQ,2017-09-04,535.35,535.6,539.7,525.25,533.5,534.05,532.33,1234312,657066794.35,18053,350068,28.36,9,2017,526.9856318483228,-0.24283179228543617,Slight or no change
2017-09-05,RBLBANK,EQ,2017-09-05,534.05,536.85,543.5,535.1,536.2,537.35,539.38,1103951,595449409.45,26015,419085,37.96,9,2017,527.0718582758911,0.6179196704428458,Slight positive
2017-09-06,RBLBANK,EQ,2017-09-06,537.35,533.35,542.95,533.0,539.25,539.6,539.95,1818960,982150554.2,29826,1089138,59.88,9,2017,527.2412704986311,0.41872150367543437,Slight or no change
2017-09-07,RBLBANK,EQ,2017-09-07,539.6,542.0,542.9,529.75,532.85,533.15,535.19,1958539,1048181513.05,22816,1115188,56.94,9,2017,527.3260680766044,-1.1953298739807328,Negative
2017-09-08,RBLBANK,EQ,2017-09-08,533.15,535.0,539.0,531.7,535.9,537.0,535.12,1036368,554585410.2,9770,625815,60.39,9,2017,527.3989783220642,0.722123229860272,Slight positive
2017-09-11,RBLBANK,EQ,2017-09-11,537.0,539.0,543.4,532.95,536.0,535.75,540.37,1777508,960512354.75,27109,1005269,56.55,9,2017,527.505550723759,-0.2327746741154546,Slight or no change
2017-09-12,RBLBANK,EQ,2017-09-12,535.75,537.0,541.7,536.0,540.0,539.9,539.72,1150877,621149867.65,18951,694887,60.38,9,2017,527.6071231948306,0.7746150256649598,Slight positive
2017-09-13,RBLBANK,EQ,2017-09-13,539.9,540.0,544.4,530.6,535.1,534.0,539.45,1696380,915119286.9,19811,819523,48.31,9,2017,527.6834232399021,-1.092794962029997,Negative
2017-09-14,RBLBANK,EQ,2017-09-14,534.0,535.5,539.4,530.55,531.75,531.7,533.65,951570,507801074.25,9018,492489,51.76,9,2017,527.7101351070946,-0.430711610486878,Slight or no change
2017-09-15,RBLBANK,EQ,2017-09-15,531.7,530.0,534.7,525.15,530.0,532.0,530.35,1309136,694300790.8,21771,736479,56.26,9,2017,527.7490289048628,0.05642279480908563,Slight or no change
2017-09-18,RBLBANK,EQ,2017-09-18,532.0,532.75,540.25,532.75,535.75,537.45,537.81,897683,482786145.5,14547,472328,52.62,9,2017,527.8089663971716,1.0244360902255778,Positive
2017-09-19,RBLBANK,EQ,2017-09-19,537.45,537.5,539.0,534.0,534.75,535.1,535.85,407337,218270506.25,6568,175629,43.12,9,2017,527.8293503046096,-0.4372499767420268,Slight or no change
2017-09-20,RBLBANK,EQ,2017-09-20,535.1,535.0,536.8,529.0,529.9,530.85,531.86,614057,326593558.5,7983,295595,48.14,9,2017,527.8420276116829,-0.7942440665296258,Slight negative
2017-09-21,RBLBANK,EQ,2017-09-21,530.85,530.1,535.5,523.45,534.65,533.2,529.82,1276036,676073902.2,14795,604965,47.41,9,2017,527.888352050852,0.44268625788830285,Slight or no change
2017-09-22,RBLBANK,EQ,2017-09-22,533.2,531.95,531.95,515.25,518.0,517.15,522.02,1040179,542991075.7,14058,420911,40.47,9,2017,527.8131997299046,-3.010127531882978,Among top losers
2017-09-25,RBLBANK,EQ,2017-09-25,517.15,510.25,517.5,497.0,510.0,511.65,507.22,1403714,711996622.85,24790,462461,32.95,9,2017,527.6619758985236,-1.063521222082564,Negative
2017-09-26,RBLBANK,EQ,2017-09-26,511.65,516.95,517.0,505.35,509.6,510.25,509.59,894886,456027364.95,17453,408264,45.62,9,2017,527.5587360555584,-0.2736245480308708,Slight or no change
2017-09-27,RBLBANK,EQ,2017-09-27,510.25,517.6,517.6,498.75,500.95,500.9,507.33,1335998,677790138.75,15795,816662,61.13,9,2017,527.3248256709792,-1.8324350808427314,Negative
2017-09-28,RBLBANK,EQ,2017-09-28,500.9,503.1,511.9,496.65,501.0,503.45,504.3,2160072,1089325215.35,33858,1364856,63.19,9,2017,526.9908654098768,0.5090836494310302,Slight positive
2017-09-29,RBLBANK,EQ,2017-09-29,503.45,503.5,510.0,503.5,508.0,506.95,506.5,1130974,572837254.05,13319,698012,61.72,9,2017,526.84515642434,0.6952030986195235,Slight positive
2017-10-03,RBLBANK,EQ,2017-10-03,506.95,510.1,513.3,509.0,510.9,510.05,510.04,966414,492910980.2,14902,723249,74.84,10,2017,526.7414573898203,0.6115001479435778,Slight positive
2017-10-04,RBLBANK,EQ,2017-10-04,510.05,512.0,513.5,509.0,509.0,509.9,510.81,922644,471296594.55,9766,634919,68.82,10,2017,526.6427638421582,-0.029408881482217986,Slight or no change
2017-10-05,RBLBANK,EQ,2017-10-05,509.9,512.85,516.05,510.65,512.5,512.65,513.21,1056380,542143801.35,13010,686997,65.03,10,2017,526.5495040586814,0.5393214355756015,Slight positive
2017-10-06,RBLBANK,EQ,2017-10-06,512.65,513.0,517.8,512.55,517.0,516.0,515.37,1118205,576286297.85,6802,866534,77.49,10,2017,526.4755995310736,0.6534672778699013,Slight positive
2017-10-09,RBLBANK,EQ,2017-10-09,516.0,517.0,520.25,514.0,519.0,518.15,518.07,668469,346312074.6,6711,335635,50.21,10,2017,526.4408779601245,0.4166666666666652,Slight or no change
2017-10-10,RBLBANK,EQ,2017-10-10,518.15,519.85,520.5,515.15,516.6,516.55,518.6,707404,366858394.85,8959,461283,65.21,10,2017,526.3974176873461,-0.3087908906687309,Slight or no change
2017-10-11,RBLBANK,EQ,2017-10-11,516.55,516.65,521.1,508.0,508.4,509.0,516.53,1451859,749927105.4,12425,885763,61.01,10,2017,526.2419284359581,-1.4616203658890603,Negative
2017-10-12,RBLBANK,EQ,2017-10-12,509.0,511.9,519.0,508.5,516.3,516.55,514.12,1046834,538199271.1,9026,601907,57.5,10,2017,526.1798716243562,1.4833005893909457,Positive
2017-10-13,RBLBANK,EQ,2017-10-13,516.55,517.3,524.85,515.1,518.25,517.5,520.25,1119886,582619416.35,9976,618887,55.26,10,2017,526.1208210824783,0.18391249637015328,Slight or no change
2017-10-16,RBLBANK,EQ,2017-10-16,517.5,520.95,523.0,518.3,521.5,521.2,521.09,915908,477268021.75,9014,608866,66.48,10,2017,526.0935930367235,0.7149758454106259,Slight positive
2017-10-17,RBLBANK,EQ,2017-10-17,521.2,524.4,524.4,519.75,522.5,521.85,522.01,1367033,713610559.3,10894,1121040,82.01,10,2017,526.0588339914295,0.12471220260936722,Slight or no change
2017-10-18,RBLBANK,EQ,2017-10-18,521.85,521.25,526.75,516.0,523.0,522.25,522.21,1485776,775884144.15,8821,1109346,74.66,10,2017,526.0252253212375,0.07665037846122935,Slight or no change
2017-10-19,RBLBANK,EQ,2017-10-19,522.25,526.0,526.5,517.1,520.0,521.0,523.03,354170,185243169.05,5214,224795,63.47,10,2017,526.0146775493292,-0.23934897079942452,Slight or no change
2017-10-23,RBLBANK,EQ,2017-10-23,521.0,523.65,531.9,521.65,526.0,527.55,526.17,1429682,752259696.0,15910,841585,58.87,10,2017,526.0275769113066,1.2571976967370446,Positive
2017-10-24,RBLBANK,EQ,2017-10-24,527.55,529.0,538.5,525.5,534.5,536.15,532.71,1815137,966941495.95,15875,1249678,68.85,10,2017,526.1344122740409,1.630177234385366,Positive
2017-10-25,RBLBANK,EQ,2017-10-25,536.15,541.9,552.0,516.65,524.1,524.4,534.73,2290747,1224927232.6,24311,828214,36.15,10,2017,526.111613890144,-2.1915508719574706,Negative
2017-10-26,RBLBANK,EQ,2017-10-26,524.4,531.8,544.45,521.85,530.6,530.55,533.66,4143408,2211189140.6,41484,1362941,32.89,10,2017,526.2146887100333,1.172768878718533,Positive
2017-10-27,RBLBANK,EQ,2017-10-27,530.55,535.0,535.5,520.5,520.95,524.35,530.26,1645562,872567587.2,39009,1090620,66.28,10,2017,526.1976473933296,-1.1685986240693502,Negative
2017-10-30,RBLBANK,EQ,2017-10-30,524.35,524.8,532.5,521.2,525.1,525.05,526.4,1529946,805360984.5,40239,874738,57.17,10,2017,526.1879781479522,0.13349861733573665,Slight or no change
2017-10-31,RBLBANK,EQ,2017-10-31,525.05,525.95,528.55,522.8,525.1,525.4,525.16,669354,351518592.3,11557,374951,56.02,10,2017,526.1850842704495,0.06666031806494832,Slight or no change
2017-11-01,RBLBANK,EQ,2017-11-01,525.4,527.0,530.2,525.1,526.1,526.1,528.06,686031,362265003.45,13981,447137,65.18,11,2017,526.1847652110853,0.13323182337268147,Slight or no change
2017-11-02,RBLBANK,EQ,2017-11-02,526.1,526.1,528.15,522.55,523.9,523.15,525.33,519923,273129750.4,11140,340398,65.47,11,2017,526.1761649802884,-0.5607298992587051,Slight negative
2017-11-03,RBLBANK,EQ,2017-11-03,523.15,524.0,526.0,518.5,518.5,519.75,522.11,1424357,743664423.9,12383,1110263,77.95,11,2017,526.1266589590261,-0.6499092038612209,Slight negative
2017-11-06,RBLBANK,EQ,2017-11-06,519.75,517.0,528.7,515.5,518.5,518.25,521.06,809343,421717324.1,17444,345490,42.69,11,2017,526.0923296543125,-0.28860028860029363,Slight or no change
2017-11-07,RBLBANK,EQ,2017-11-07,518.25,518.1,521.4,513.0,514.85,515.15,516.34,604596,312177212.3,8788,281843,46.62,11,2017,526.0568194032847,-0.598166907863007,Slight negative
2017-11-08,RBLBANK,EQ,2017-11-08,515.15,515.0,518.5,506.2,508.2,508.35,510.91,826297,422162677.15,14368,376831,45.6,11,2017,525.9786325956978,-1.3200038823643512,Negative
2017-11-09,RBLBANK,EQ,2017-11-09,508.35,510.65,514.4,508.95,512.0,510.55,510.42,787524,401971794.6,16813,439284,55.78,11,2017,525.9139743201501,0.4327726959771683,Slight or no change
2017-11-10,RBLBANK,EQ,2017-11-10,510.55,509.0,515.0,506.65,509.1,509.75,510.05,617884,315150380.6,10172,291341,47.15,11,2017,525.861000372307,-0.15669376162962267,Slight or no change
2017-11-13,RBLBANK,EQ,2017-11-13,509.75,509.95,516.0,508.65,510.15,510.05,511.42,529051,270568417.55,15389,288450,54.52,11,2017,525.8167571086948,0.05885237861698034,Slight or no change
2017-11-14,RBLBANK,EQ,2017-11-14,510.05,510.1,514.3,508.4,510.4,510.15,511.22,390425,199594966.9,7091,176228,45.14,11,2017,525.7844713433067,0.01960592098813052,Slight or no change
2017-11-15,RBLBANK,EQ,2017-11-15,510.15,510.15,512.0,504.2,507.35,507.3,508.0,765441,388841356.25,52711,450317,58.83,11,2017,525.7100903458473,-0.5586592178770888,Slight negative
2017-11-16,RBLBANK,EQ,2017-11-16,507.3,509.0,510.95,505.3,507.3,507.65,507.93,549142,278925654.15,27753,288845,52.6,11,2017,525.6581032119535,0.06899270648530464,Slight or no change
2017-11-17,RBLBANK,EQ,2017-11-17,507.65,512.0,517.0,509.7,510.05,511.25,512.64,703589,360686114.25,8486,352976,50.17,11,2017,525.6051590176025,0.7091500049246635,Slight positive
2017-11-20,RBLBANK,EQ,2017-11-20,511.25,513.95,516.8,512.55,515.15,514.9,514.87,653670,336555329.85,13705,361910,55.37,11,2017,525.5687369953952,0.7139364303178519,Slight positive
2017-11-21,RBLBANK,EQ,2017-11-21,514.9,515.2,515.5,510.1,512.0,511.95,512.93,498428,255658964.35,10744,233227,46.79,11,2017,525.5334977641517,-0.5729267818993966,Slight negative
2017-11-22,RBLBANK,EQ,2017-11-22,511.95,513.95,514.45,505.1,507.0,506.85,508.45,620068,315273584.35,21138,380655,61.39,11,2017,525.4735478040535,-0.9961910342806801,Slight negative
2017-11-23,RBLBANK,EQ,2017-11-23,506.85,508.0,511.9,504.55,508.0,507.9,509.13,818649,416795663.3,20099,427916,52.27,11,2017,525.3994146203468,0.20716188221365783,Slight or no change
2017-11-24,RBLBANK,EQ,2017-11-24,507.9,513.2,525.9,510.55,512.1,512.6,516.86,2705419,1398318703.35,30680,986949,36.48,11,2017,525.223432931347,0.9253790116164673,Slight positive
2017-11-27,RBLBANK,EQ,2017-11-27,512.6,513.45,518.9,508.4,514.95,515.1,514.55,851241,438009707.9,16651,357071,41.95,11,2017,525.1798267117689,0.48770971517753114,Slight or no change
2017-11-28,RBLBANK,EQ,2017-11-28,515.1,515.75,523.3,514.65,520.5,521.4,519.57,1072359,557163367.05,20680,585992,54.65,11,2017,525.159426723419,1.2230634828188647,Positive
2017-11-29,RBLBANK,EQ,2017-11-29,521.4,523.0,525.9,518.6,520.8,521.05,522.92,1269659,663930945.8,19224,807971,63.64,11,2017,525.1333339750373,-0.06712696586115285,Slight or no change
2017-11-30,RBLBANK,EQ,2017-11-30,521.05,518.0,523.0,513.95,519.5,516.75,518.14,1293861,670399215.65,20040,872604,67.44,11,2017,525.0794381875348,-0.8252566932156147,Slight negative
2017-12-01,RBLBANK,EQ,2017-12-01,516.75,518.7,529.75,517.5,519.6,520.65,524.9,1754302,920832536.65,36304,683236,38.95,12,2017,525.0411615128098,0.7547169811320753,Slight positive
2017-12-04,RBLBANK,EQ,2017-12-04,520.65,520.7,522.65,507.0,512.6,511.6,512.62,809405,414914799.9,15771,371079,45.85,12,2017,524.9877843129328,-1.7382118505713917,Negative
2017-12-05,RBLBANK,EQ,2017-12-05,511.6,511.6,512.15,505.3,510.0,510.45,508.9,550003,279897365.35,15612,195407,35.53,12,2017,524.9486600624638,-0.22478498827209759,Slight or no change
2017-12-06,RBLBANK,EQ,2017-12-06,510.45,509.1,513.4,506.7,508.65,509.65,510.32,700531,357492789.0,17942,383437,54.74,12,2017,524.8963991012267,-0.15672445881085295,Slight or no change
2017-12-07,RBLBANK,EQ,2017-12-07,509.65,508.5,515.0,508.5,510.95,510.8,511.77,608800,311562759.65,17074,252050,41.4,12,2017,524.8546745113683,0.22564505052486972,Slight or no change
2017-12-08,RBLBANK,EQ,2017-12-08,510.8,512.0,516.7,511.65,513.5,513.95,514.06,373586,192046176.5,9293,185492,49.65,12,2017,524.8349037028667,0.6166797180892747,Slight positive
2017-12-11,RBLBANK,EQ,2017-12-11,513.95,515.0,518.7,512.0,514.95,514.05,514.89,597996,307901891.45,17962,337004,56.36,12,2017,524.8036948993253,0.0194571456367143,Slight or no change
2017-12-12,RBLBANK,EQ,2017-12-12,514.05,515.0,515.2,508.0,510.7,510.4,510.52,623576,318348840.65,12720,386997,62.06,12,2017,524.7603620397409,-0.7100476607333928,Slight negative
2017-12-13,RBLBANK,EQ,2017-12-13,510.4,510.0,511.9,506.3,507.5,508.5,509.87,2073910,1057415420.1,15062,1754298,84.59,12,2017,524.5992787942715,-0.3722570532915359,Slight or no change
2017-12-14,RBLBANK,EQ,2017-12-14,508.5,511.0,511.0,501.5,509.0,508.25,506.95,1128295,571987662.2,36025,754902,66.91,12,2017,524.511635811706,-0.0491642084562427,Slight or no change
2017-12-15,RBLBANK,EQ,2017-12-15,508.25,512.0,513.0,508.75,509.1,509.7,509.96,872437,444905794.1,13305,677239,77.63,12,2017,524.450494249138,0.28529267092964883,Slight or no change
2017-12-18,RBLBANK,EQ,2017-12-18,509.7,509.5,511.9,497.75,508.0,507.0,508.07,935339,475213265.75,14062,509904,54.52,12,2017,524.3736062691884,-0.5297233666862855,Slight negative
2017-12-19,RBLBANK,EQ,2017-12-19,507.0,509.95,519.35,508.2,518.0,517.45,512.48,2306811,1182193672.15,13938,1755685,76.11,12,2017,524.2991789794119,2.0611439842209256,Positive
2017-12-20,RBLBANK,EQ,2017-12-20,517.45,520.0,523.75,514.3,516.3,516.3,519.3,737003,382723621.45,7290,357512,48.51,12,2017,524.2718002372685,-0.22224369504301178,Slight or no change
2017-12-21,RBLBANK,EQ,2017-12-21,516.3,515.15,519.85,512.6,515.2,515.8,515.88,596680,307814693.55,6998,321993,53.96,12,2017,524.2483895462358,-0.09684292078249168,Slight or no change
2017-12-22,RBLBANK,EQ,2017-12-22,515.8,517.0,518.5,511.3,516.0,515.4,514.43,678570,349073895.7,4376,488754,72.03,12,2017,524.2206695445109,-0.07754943776656642,Slight or no change
2017-12-26,RBLBANK,EQ,2017-12-26,515.4,514.0,520.0,513.0,516.55,517.1,517.55,606345,313813804.0,5787,297873,49.13,12,2017,524.2007920811982,0.3298409002716385,Slight or no change
2017-12-27,RBLBANK,EQ,2017-12-27,517.1,519.4,519.4,510.0,510.35,513.85,515.83,417580,215401138.3,5497,231811,55.51,12,2017,524.1809311555414,-0.6285051247340911,Slight negative
2017-12-28,RBLBANK,EQ,2017-12-28,513.85,510.5,514.75,506.0,506.9,507.4,509.37,525011,267423987.0,10150,278067,52.96,12,2017,524.1405457706405,-1.2552301255230214,Negative
2017-12-29,RBLBANK,EQ,2017-12-29,507.4,508.85,511.1,507.85,510.5,510.1,510.06,378997,193310723.4,9705,234106,61.77,12,2017,524.1161953939862,0.5321245565628852,Slight positive
2018-01-01,RBLBANK,EQ,2018-01-01,510.1,510.0,513.8,508.95,510.05,510.0,511.18,469078,239782858.45,19633,326423,69.59,1,2018,524.0859598746113,-0.01960399921584477,Slight or no change
2018-01-02,RBLBANK,EQ,2018-01-02,510.0,510.9,513.4,508.15,513.4,511.65,510.21,616196,314390716.6,27801,446825,72.51,1,2018,524.0510673295972,0.3235294117647003,Slight or no change
2018-01-03,RBLBANK,EQ,2018-01-03,511.65,513.4,516.8,509.0,514.9,514.9,513.96,1510019,776096099.3,27502,1146682,75.94,1,2018,523.988577007413,0.6351998436431083,Slight positive
2018-01-04,RBLBANK,EQ,2018-01-04,514.9,519.85,519.85,510.7,516.0,517.4,514.45,845849,435147927.95,18803,617837,73.04,1,2018,523.9634705761825,0.4855311711011945,Slight or no change
2018-01-05,RBLBANK,EQ,2018-01-05,517.4,519.0,542.0,515.55,540.5,539.7,533.2,4365631,2327744914.3,43979,2183714,50.02,1,2018,524.2669980128728,4.310011596443775,Among top gainers
2018-01-08,RBLBANK,EQ,2018-01-08,539.7,543.95,550.0,540.25,545.15,545.45,545.65,1731320,944693831.1,35293,766413,44.27,1,2018,524.4278022303271,1.06540670743005,Positive
2018-01-09,RBLBANK,EQ,2018-01-09,545.45,546.8,547.1,533.6,537.5,538.9,541.26,826546,447377495.95,26867,387353,46.86,1,2018,524.4800614619325,-1.2008433403611796,Negative
2018-01-10,RBLBANK,EQ,2018-01-10,538.9,538.7,540.2,527.6,528.4,529.5,530.88,1222398,648945940.75,10763,914002,74.77,1,2018,524.5067275553398,-1.7442939320838735,Negative
2018-01-11,RBLBANK,EQ,2018-01-11,529.5,529.1,542.4,529.05,533.5,533.6,536.8,1990560,1068535311.45,53061,1139202,57.23,1,2018,524.5847111560847,0.7743153918791323,Slight positive
2018-01-12,RBLBANK,EQ,2018-01-12,533.6,536.8,539.35,526.35,530.3,530.75,532.51,831501,442780319.2,25378,424987,51.11,1,2018,524.60671867015,-0.534107946026996,Slight negative
2018-01-15,RBLBANK,EQ,2018-01-15,530.75,529.55,537.25,529.55,530.0,530.6,533.2,604395,322261970.5,10453,291075,48.16,1,2018,524.6222287822474,-0.028261893546865924,Slight or no change
2018-01-16,RBLBANK,EQ,2018-01-16,530.6,530.0,532.3,518.2,522.7,522.7,524.23,795236,416889389.35,19042,407102,51.19,1,2018,524.6157056793638,-1.4888805126272109,Negative
2018-01-17,RBLBANK,EQ,2018-01-17,522.7,524.0,530.9,520.0,525.55,525.5,525.97,593309,312064537.7,8393,187944,31.68,1,2018,524.6179389056108,0.5356801224411623,Slight positive
2018-01-18,RBLBANK,EQ,2018-01-18,525.5,537.4,540.0,522.9,526.95,526.3,530.39,1011562,536521464.55,17056,349634,34.56,1,2018,524.6251503669608,0.15223596574689413,Slight or no change
2018-01-19,RBLBANK,EQ,2018-01-19,526.3,528.5,534.75,518.7,524.1,523.3,526.24,1237585,651263356.35,15476,572026,46.22,1,2018,524.6182359241707,-0.5700171005130206,Slight negative
2018-01-22,RBLBANK,EQ,2018-01-22,523.3,526.0,531.9,521.65,531.9,530.65,527.39,644170,339729408.55,11275,289079,44.88,1,2018,524.6345733609304,1.4045480603860128,Positive
2018-01-23,RBLBANK,EQ,2018-01-23,530.65,534.95,543.9,532.1,540.0,536.7,538.76,2687655,1448001306.25,30656,1127021,41.93,1,2018,524.7693997465667,1.1401111843964973,Positive
2018-01-24,RBLBANK,EQ,2018-01-24,536.7,535.0,536.0,500.15,514.9,514.2,518.88,2983717,1548199638.5,47604,1467507,49.18,1,2018,524.6398871171732,-4.192286193404138,Among top losers
2018-01-25,RBLBANK,EQ,2018-01-25,514.2,513.5,518.0,508.95,511.45,510.4,512.69,1114257,571269382.8,17058,490053,43.98,1,2018,524.5750216916553,-0.7390120575651582,Slight negative
2018-01-29,RBLBANK,EQ,2018-01-29,510.4,513.45,514.15,502.9,504.8,504.85,507.83,753974,382891445.85,18572,419747,55.67,1,2018,524.5144096884646,-1.0873824451410607,Negative
2018-01-30,RBLBANK,EQ,2018-01-30,504.85,502.25,508.0,496.1,501.1,504.55,502.37,1284248,645162899.95,23392,710540,55.33,1,2018,524.4104600506704,-0.059423591165697065,Slight or no change
2018-01-31,RBLBANK,EQ,2018-01-31,504.55,500.45,505.3,499.15,504.5,503.5,502.53,713984,358797163.0,19402,417743,58.51,1,2018,524.3501049007776,-0.20810623327718325,Slight or no change
2018-02-01,RBLBANK,EQ,2018-02-01,503.5,505.5,511.5,492.45,504.0,504.6,504.26,1062229,535643820.1,32062,420484,39.59,2,2018,524.265656995889,0.21847070506455513,Slight or no change
2018-02-02,RBLBANK,EQ,2018-02-02,504.6,500.0,500.0,479.0,482.75,482.75,489.92,1515876,742664500.5,60057,880763,58.1,2,2018,524.0138690456274,-4.330162504954426,Among top losers
2018-02-05,RBLBANK,EQ,2018-02-05,482.75,480.0,488.9,452.55,484.65,485.2,478.06,1331382,636476630.2,30613,622353,46.74,2,2018,523.8082128818139,0.5075090626618373,Slight positive
2018-02-06,RBLBANK,EQ,2018-02-06,485.2,461.0,478.9,455.0,471.5,474.6,470.29,1797966,845565634.15,39976,905490,50.36,2,2018,523.4586102466135,-2.184666117065126,Negative
2018-02-07,RBLBANK,EQ,2018-02-07,474.6,481.0,487.8,470.0,477.0,480.75,476.66,1598663,762011203.3,31236,827213,51.74,2,2018,523.1905124942032,1.2958280657395571,Positive
2018-02-08,RBLBANK,EQ,2018-02-08,480.75,480.75,492.35,476.05,486.55,484.9,484.87,1152396,558766151.7,18340,596352,51.75,2,2018,523.0180268465703,0.8632345293811738,Slight positive
2018-02-09,RBLBANK,EQ,2018-02-09,484.9,476.45,485.45,469.55,482.4,482.35,481.16,1028174,494721284.05,31707,566111,55.06,2,2018,522.8552330711137,-0.525881625077329,Slight negative
2018-02-12,RBLBANK,EQ,2018-02-12,482.35,485.0,489.7,480.0,484.8,484.8,483.86,956276,462707792.95,17468,517003,54.06,2,2018,522.7140762686702,0.5079299264019843,Slight positive
2018-02-14,RBLBANK,EQ,2018-02-14,484.8,492.0,492.0,482.4,483.0,483.65,485.96,946063,459752520.55,18669,653883,69.12,2,2018,522.5712490443277,-0.23721122112212445,Slight or no change
2018-02-15,RBLBANK,EQ,2018-02-15,483.65,484.45,485.5,476.0,481.0,480.8,482.24,902127,435041823.55,15880,526342,58.34,2,2018,522.4261224453098,-0.5892690995554561,Slight negative
2018-02-16,RBLBANK,EQ,2018-02-16,480.8,481.1,486.1,473.6,477.4,476.45,481.02,909124,437306877.8,17760,457594,50.33,2,2018,522.2657094994829,-0.9047420965058284,Slight negative
2018-02-19,RBLBANK,EQ,2018-02-19,476.45,476.5,478.5,470.05,473.9,473.85,473.06,533683,252462876.75,12003,239354,44.85,2,2018,522.1667482845996,-0.5457025920873049,Slight negative
2018-02-20,RBLBANK,EQ,2018-02-20,473.85,472.0,477.6,470.5,471.65,471.65,472.78,403703,190861083.25,5647,172123,42.64,2,2018,522.0887613700309,-0.46428194576343396,Slight or no change
2018-02-21,RBLBANK,EQ,2018-02-21,471.65,473.0,474.5,460.55,470.0,470.85,466.03,821992,383074293.1,22324,415328,50.53,2,2018,521.9282049812301,-0.1696173009646862,Slight or no change
2018-02-22,RBLBANK,EQ,2018-02-22,470.85,470.4,474.35,467.15,470.0,469.85,469.98,713039,335117106.45,14502,367421,51.53,2,2018,521.7870319338125,-0.21238186258893954,Slight or no change
2018-02-23,RBLBANK,EQ,2018-02-23,469.85,471.4,490.0,471.4,487.3,488.0,482.99,712961,344352203.65,14442,253130,35.5,2,2018,521.6956999785706,3.8629349792487,Among top gainers
2018-02-26,RBLBANK,EQ,2018-02-26,488.0,490.05,497.85,481.95,494.1,494.7,492.32,823736,405540478.1,15057,357587,43.41,2,2018,521.6116504429066,1.3729508196721252,Positive
2018-02-27,RBLBANK,EQ,2018-02-27,494.7,495.0,496.8,486.0,491.1,490.3,490.09,637796,312577704.6,11366,364100,57.09,2,2018,521.5363504808449,-0.8894279361228996,Slight negative
2018-02-28,RBLBANK,EQ,2018-02-28,490.3,485.0,493.15,483.5,491.0,490.2,489.25,666710,326185714.75,12770,314755,47.21,2,2018,521.4577722948911,-0.020395676116669037,Slight or no change
2018-03-01,RBLBANK,EQ,2018-03-01,490.2,492.0,495.0,483.5,483.5,485.05,487.57,513447,250342836.85,11879,146002,28.44,3,2018,521.3875995493769,-1.0505915952672362,Negative
2018-03-05,RBLBANK,EQ,2018-03-05,485.05,485.05,488.0,475.1,477.0,477.25,481.54,1343382,646890151.15,20804,782008,58.21,3,2018,521.1661359330883,-1.6080816410679377,Negative
