Date,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,VWAP,Day_Perc_Change,Trend
2018-03-06,RBLBANK,EQ,2018-03-06,477.25,482.0,483.65,468.0,468.05,470.0,475.29,533420,253526740.3,11244,201965,37.86,3,2018,521.0643982914363,-1.5191199580932402,Negative
2018-03-07,RBLBANK,EQ,2018-03-07,470.0,470.0,470.0,452.05,453.2,453.7,456.44,1280681,584552039.15,52469,676082,52.79,3,2018,520.7443372461504,-3.4680851063829787,Among top losers
2018-03-08,RBLBANK,EQ,2018-03-08,453.7,458.0,458.0,443.3,454.45,455.45,450.73,1434046,646361454.2,50812,641016,44.7,3,2018,520.3987993953273,0.3857174344280345,Slight or no change
2018-03-09,RBLBANK,EQ,2018-03-09,455.45,457.7,462.85,453.25,455.5,456.3,456.94,556573,254318741.8,13565,227611,40.9,3,2018,520.2674167583784,0.18662860906795142,Slight or no change
2018-03-12,RBLBANK,EQ,2018-03-12,456.3,461.0,468.8,455.35,466.5,466.6,463.08,819085,379302368.1,17353,375898,45.89,3,2018,520.1060189783688,2.2572868726714823,Positive
2018-03-13,RBLBANK,EQ,2018-03-13,466.6,465.9,475.95,462.5,466.55,467.5,472.27,2994206,1414078470.7,23369,2274948,75.98,3,2018,519.533978707083,0.19288469781397755,Slight or no change
2018-03-14,RBLBANK,EQ,2018-03-14,467.5,466.0,475.0,462.0,471.25,472.1,470.52,2944991,1385662474.55,11594,2474895,84.04,3,2018,519.0320260410881,0.9839572192513524,Slight positive
2018-03-15,RBLBANK,EQ,2018-03-15,472.1,471.3,478.9,471.3,477.0,476.35,476.09,1085239,516673839.35,18038,828263,76.32,3,2018,518.8662318165108,0.900233001482742,Slight positive
2018-03-16,RBLBANK,EQ,2018-03-16,476.35,475.95,479.95,466.15,467.6,468.35,472.63,422240,199564024.25,8263,116248,27.53,3,2018,518.7900004975593,-1.6794373884748581,Negative
2018-03-19,RBLBANK,EQ,2018-03-19,468.35,468.0,471.75,460.0,463.0,463.1,463.9,784079,363736185.65,15285,423645,54.03,3,2018,518.6343806917903,-1.1209565495889806,Negative
2018-03-20,RBLBANK,EQ,2018-03-20,463.1,461.05,469.0,461.05,465.5,465.1,467.32,902018,421528263.45,16655,502115,55.67,3,2018,518.4628341701878,0.4318721658389091,Slight or no change
2018-03-21,RBLBANK,EQ,2018-03-21,465.1,469.35,470.15,461.3,462.2,462.1,463.15,754688,349532335.8,12869,436951,57.9,3,2018,518.3121278730146,-0.6450225757901551,Slight negative
2018-03-22,RBLBANK,EQ,2018-03-22,462.1,463.0,467.0,459.05,462.6,462.7,463.18,751828,348228667.6,24087,478031,63.58,3,2018,518.1643859196793,0.129842025535587,Slight or no change
2018-03-23,RBLBANK,EQ,2018-03-23,462.7,450.0,464.75,450.0,459.0,461.6,460.07,936292,430762297.15,27217,552853,59.05,3,2018,517.9778614822006,-0.23773503349902025,Slight or no change
2018-03-26,RBLBANK,EQ,2018-03-26,461.6,461.0,467.0,456.65,465.5,465.05,463.41,696905,322951867.8,12503,375877,53.94,3,2018,517.8482705460708,0.7474003466204415,Slight positive
2018-03-27,RBLBANK,EQ,2018-03-27,465.05,467.8,488.8,467.8,477.35,477.2,478.89,1464457,701317141.6,24829,770166,52.59,3,2018,517.6402019009488,2.6126222986775582,Positive
2018-03-28,RBLBANK,EQ,2018-03-28,477.2,476.9,490.0,466.15,475.0,479.85,477.63,2361632,1127987237.05,20695,1573174,66.61,3,2018,517.3308098626943,0.5553227158424212,Slight positive
2018-04-02,RBLBANK,EQ,2018-04-02,479.85,479.85,487.5,475.0,483.4,484.65,480.99,1791136,861515476.95,10439,1460226,81.53,4,2018,517.1291354874407,1.0003125976867588,Positive
2018-04-03,RBLBANK,EQ,2018-04-03,484.65,480.6,487.0,479.9,484.75,484.75,484.25,579155,280454250.5,10010,337825,58.33,4,2018,517.0646556861964,0.020633446817286405,Slight or no change
2018-04-04,RBLBANK,EQ,2018-04-04,484.75,486.45,499.95,486.0,487.5,489.15,495.0,1491424,738260111.6,24295,673343,45.15,4,2018,516.9222341791153,0.9076843733883289,Slight positive
2018-04-05,RBLBANK,EQ,2018-04-05,489.15,498.8,498.8,492.0,497.5,496.5,495.45,1257116,622836770.25,15956,962105,76.53,4,2018,516.8347847241199,1.502606562404174,Positive
2018-04-06,RBLBANK,EQ,2018-04-06,496.5,496.5,502.45,493.05,493.75,494.1,496.25,554890,275362070.95,6842,173974,31.35,4,2018,516.7918947129409,-0.483383685800598,Slight or no change
2018-04-09,RBLBANK,EQ,2018-04-09,494.1,495.25,503.0,492.8,495.5,496.05,497.83,1255675,625117238.05,12126,763482,60.8,4,2018,516.7037220432163,0.3946569520340004,Slight or no change
2018-04-10,RBLBANK,EQ,2018-04-10,496.05,496.5,502.85,494.35,501.0,501.0,500.06,1584810,792502748.3,18905,1066631,67.3,4,2018,516.6199181347447,0.9978832778953617,Slight positive
2018-04-11,RBLBANK,EQ,2018-04-11,501.0,505.0,510.0,500.55,505.0,505.05,506.55,955560,484039301.65,16398,421279,44.09,4,2018,516.5828092806931,0.8083832335329388,Slight positive
2018-04-12,RBLBANK,EQ,2018-04-12,505.05,505.4,506.85,498.05,499.1,499.95,502.31,425131,213548701.45,6313,157908,37.14,4,2018,516.5591087321387,-1.0098010098010146,Negative
2018-04-13,RBLBANK,EQ,2018-04-13,499.95,505.0,505.0,496.9,501.0,501.4,500.72,761212,381156912.6,6362,357402,46.95,4,2018,516.5205304691269,0.2900290029002939,Slight or no change
2018-04-16,RBLBANK,EQ,2018-04-16,501.4,498.95,512.25,498.75,512.0,510.0,507.58,549654,278995775.4,10754,229685,41.79,4,2018,516.5085702712068,1.715197447147987,Positive
2018-04-17,RBLBANK,EQ,2018-04-17,510.0,514.9,515.2,508.5,512.7,512.65,511.75,454736,232710491.9,8432,154982,34.08,4,2018,516.5027238074878,0.5196078431372486,Slight positive
2018-04-18,RBLBANK,EQ,2018-04-18,512.65,513.0,514.85,506.15,510.15,510.05,510.15,311527,158925675.75,6698,158300,50.81,4,2018,516.4960327354237,-0.5071686335706538,Slight negative
2018-04-19,RBLBANK,EQ,2018-04-19,510.05,512.0,512.5,507.5,508.0,508.9,509.55,482877,246051174.6,5457,356778,73.89,4,2018,516.4838433219209,-0.2254680913636009,Slight or no change
2018-04-20,RBLBANK,EQ,2018-04-20,508.9,508.0,509.3,501.0,508.0,507.35,504.71,304662,153764726.1,6937,137954,45.28,4,2018,516.4746050269358,-0.30457850265277475,Slight or no change
2018-04-23,RBLBANK,EQ,2018-04-23,507.35,508.0,510.5,501.1,502.0,502.45,505.37,556274,281124115.15,10198,301449,54.19,4,2018,516.4487527925318,-0.9658027003055181,Slight negative
2018-04-24,RBLBANK,EQ,2018-04-24,502.45,502.95,513.0,502.95,511.1,511.65,510.15,822689,419691321.95,14282,341156,41.47,4,2018,516.4357061008593,1.8310279629813797,Positive
2018-04-25,RBLBANK,EQ,2018-04-25,511.65,511.1,524.75,508.8,520.0,521.1,519.85,1444717,751042244.75,27846,658032,45.55,4,2018,516.457869504637,1.8469656992084582,Positive
2018-04-26,RBLBANK,EQ,2018-04-26,521.1,522.9,524.0,514.75,523.15,520.35,519.82,1091594,567435535.55,16248,562691,51.55,4,2018,516.4717933711781,-0.14392630972941411,Slight or no change
2018-04-27,RBLBANK,EQ,2018-04-27,520.35,526.3,545.0,526.3,540.4,537.65,538.12,3687851,1984506717.1,53682,1030299,27.94,4,2018,516.7246977937841,3.324685307965791,Among top gainers
2018-04-30,RBLBANK,EQ,2018-04-30,537.65,541.0,541.8,525.9,527.5,530.55,533.21,3428458,1828077386.9,47309,2273642,66.32,4,2018,516.8764980371,-1.3205617037105988,Negative
2018-05-02,RBLBANK,EQ,2018-05-02,530.55,529.8,529.8,513.2,518.2,518.35,520.57,1594732,830174456.2,26917,1050119,65.85,5,2018,516.8839853334824,-2.299500518330022,Negative
2018-05-03,RBLBANK,EQ,2018-05-03,518.35,516.7,526.0,509.0,519.2,520.55,516.09,1645682,849316987.65,13873,1090784,66.28,5,2018,516.9031083051726,0.42442365197259413,Slight or no change
2018-05-04,RBLBANK,EQ,2018-05-04,520.55,521.0,528.8,520.1,521.2,523.55,524.34,852654,447082546.8,12129,274297,32.17,5,2018,516.9210240365882,0.5763135145519183,Slight positive
2018-05-07,RBLBANK,EQ,2018-05-07,523.55,524.95,527.65,514.1,525.0,524.15,518.65,1155587,599340066.9,18971,808563,69.97,5,2018,516.9473351339894,0.11460223474357711,Slight or no change
2018-05-08,RBLBANK,EQ,2018-05-08,524.15,523.95,523.95,514.55,519.0,519.15,519.06,1267882,658101059.55,11721,986513,77.81,5,2018,516.9560961798701,-0.9539254030334843,Slight negative
2018-05-09,RBLBANK,EQ,2018-05-09,519.15,518.0,519.5,514.0,514.15,515.1,516.65,403382,208407559.4,11522,216936,53.78,5,2018,516.9537503503083,-0.780121352210339,Slight negative
2018-05-10,RBLBANK,EQ,2018-05-10,515.1,514.0,523.45,514.0,517.3,519.3,520.34,747441,388927152.25,16227,359417,48.09,5,2018,516.9592320437396,0.815375655212569,Slight positive
2018-05-11,RBLBANK,EQ,2018-05-11,519.3,519.5,521.4,516.0,518.0,518.4,518.1,471362,244210521.7,10925,312327,66.26,5,2018,516.9613517359302,-0.17331022530329143,Slight or no change
2018-05-14,RBLBANK,EQ,2018-05-14,518.4,519.85,519.85,511.3,514.3,515.45,515.11,268295,138201685.7,6471,116469,43.41,5,2018,516.9600871778232,-0.5690586419752952,Slight negative
2018-05-15,RBLBANK,EQ,2018-05-15,515.45,511.35,519.65,511.0,511.75,512.65,516.92,1162430,600885105.1,12882,932984,80.26,5,2018,516.9445188493972,-0.5432146667960214,Slight negative
2018-05-16,RBLBANK,EQ,2018-05-16,512.65,510.0,518.3,507.1,513.55,513.8,513.82,370021,190124811.8,8064,136847,36.98,5,2018,516.9409074906032,0.22432458792547294,Slight or no change
2018-05-17,RBLBANK,EQ,2018-05-17,513.8,513.0,516.4,509.1,512.05,513.55,511.94,402958,206292088.85,5660,234605,58.22,5,2018,516.9366718123919,-0.04865706500584155,Slight or no change
2018-05-18,RBLBANK,EQ,2018-05-18,513.55,511.1,513.4,502.15,507.0,508.5,507.19,410019,207957031.85,9595,145846,35.57,5,2018,516.9259622746097,-0.9833511829422603,Slight negative
2018-05-21,RBLBANK,EQ,2018-05-21,508.5,505.55,508.9,493.6,497.75,498.2,498.63,869992,433806512.8,9769,606948,69.76,5,2018,516.8756600942615,-2.0255653883972435,Negative
2018-05-22,RBLBANK,EQ,2018-05-22,498.2,497.75,505.9,495.0,500.0,500.95,499.74,446437,223101588.55,8705,223502,50.06,5,2018,516.8537377600817,0.5519871537535082,Slight positive
2018-05-23,RBLBANK,EQ,2018-05-23,500.95,498.0,503.8,495.6,498.5,499.45,498.88,352703,175957426.8,6331,190463,54.0,5,2018,516.8348313616298,-0.29943108094619975,Slight or no change
